구분,날짜,날짜 근거,장르,제목,지은이,글자 수,원문 링크,본문 파일
시계열,1780-01-01,수록 문집 간행 연도,수필,황교문답,박지원,9478,https://ko.wikisource.org/wiki/%EC%97%B4%ED%95%98%EC%9D%BC%EA%B8%B0/%ED%99%A9%EA%B5%90%EB%AC%B8%EB%8B%B5,본문/수필/박지원 - 황교문답 (1780-01-01).txt
시계열,1780-01-01,수록 문집 간행 연도,수필,황도기략,박지원,10153,https://ko.wikisource.org/wiki/%EC%97%B4%ED%95%98%EC%9D%BC%EA%B8%B0/%ED%99%A9%EB%8F%84%EA%B8%B0%EB%9E%B5,본문/수필/박지원 - 황도기략 (1780-01-01).txt
시계열,1795-01-01,발표 연도,기타,이충무공전서,이순신,59270,https://ko.wikisource.org/wiki/%EC%9D%B4%EC%B6%A9%EB%AC%B4%EA%B3%B5%EC%A0%84%EC%84%9C,본문/기타/이순신 - 이충무공전서 (1795-01-01).txt
시계열,1795-01-01,발표 연도,수필,한중록,헌경왕후,156270,https://ko.wikisource.org/wiki/%ED%95%9C%EC%A4%91%EB%A1%9D,본문/수필/헌경왕후 - 한중록 (1795-01-01).txt
시계열,1812-01-01,발표 연도,동화,헨젤과 그레텔,그림 형제,5089,https://ko.wikisource.org/wiki/%ED%97%A8%EC%A0%A4%EA%B3%BC_%EA%B7%B8%EB%A0%88%ED%85%94,본문/동화/그림 형제 - 헨젤과 그레텔 (1812-01-01).txt
시계열,1818-01-01,수록 문집 간행 연도,기타,부임,정약용,15424,https://ko.wikisource.org/wiki/%EB%AA%A9%EB%AF%BC%EC%8B%AC%EC%84%9C/%EB%B6%80%EC%9E%84,본문/기타/정약용 - 부임 (1818-01-01).txt
시계열,1818-01-01,수록 문집 간행 연도,기타,율기,정약용,11933,https://ko.wikisource.org/wiki/%EB%AA%A9%EB%AF%BC%EC%8B%AC%EC%84%9C/%EC%9C%A8%EA%B8%B0,본문/기타/정약용 - 율기 (1818-01-01).txt
시계열,1829-01-01,발표 연도,노래,벽도화(碧桃花)를 손에 들고,효명세자,98,https://ko.wikisource.org/wiki/%EB%B2%BD%EB%8F%84%ED%99%94%EB%A5%BC_%EC%86%90%EC%97%90_%EB%93%A4%EA%B3%A0,본문/노래/효명세자 - 벽도화(碧桃花)를 손에 들고 (1829-01-01).txt
시계열,1833-01-01,발표 연도,소설,흥보만보록,미상,6690,https://ko.wikisource.org/wiki/%ED%9D%A5%EB%B3%B4%EB%A7%8C%EB%B3%B4%EB%A1%9D,본문/소설/미상 - 흥보만보록 (1833-01-01).txt
시계열,1844-01-01,발표 연도,동화,눈의 여왕,한스 크리스티안 안데르센,2496,https://ko.wikisource.org/wiki/%EB%88%88%EC%9D%98_%EC%97%AC%EC%99%95,본문/동화/한스 크리스티안 안데르센 - 눈의 여왕 (1844-01-01).txt
시계열,1847-01-01,발표 연도,소설,전운치전,미상,30325,https://ko.wikisource.org/wiki/%EC%A0%84%EC%9A%B4%EC%B9%98%EC%A0%84_%28%EA%B2%BD%ED%8C%90_37%EC%9E%A5%EB%B3%B8%29,본문/소설/미상 - 전운치전 (1847-01-01).txt
시계열,1860-01-01,발표 연도,소설,숙영낭자전,미상,22509,https://ko.wikisource.org/wiki/%EC%88%99%EC%98%81%EB%82%AD%EC%9E%90%EC%A0%84_%28%ED%95%9C%EA%B5%AC1391%29,본문/소설/미상 - 숙영낭자전 (1860-01-01).txt
시계열,1860-01-01,발표 연도,가사,연행록,김노상,18499,https://ko.wikisource.org/wiki/%EC%97%B0%ED%96%89%EB%A1%9D_%28%EC%84%9C%ED%96%89%EB%A1%9D_%EC%9D%B4%EB%B3%B8%29,본문/가사/김노상 - 연행록 (1860-01-01).txt
시계열,1865-01-01,발표 연도,소설,흥부전,,20328,https://ko.wikisource.org/wiki/%ED%9D%A5%EB%B6%80%EC%A0%84_%28%EA%B2%BD%ED%8C%90_25%EC%9E%A5%EB%B3%B8%29,본문/소설/작자 미상 - 흥부전 (1865-01-01).txt
시계열,1869-01-01,발표 연도,소설,전쟁과 평화,레프 톨스토이,623,https://ko.wikisource.org/wiki/%EC%A0%84%EC%9F%81%EA%B3%BC_%ED%8F%89%ED%99%94,본문/소설/레프 톨스토이 - 전쟁과 평화 (1869-01-01).txt
시계열,1876-01-01,수록 문집 간행 연도,시조,가곡원류,오증,375,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98,본문/시조/오증 - 가곡원류 (1876-01-01).txt
시계열,1876-01-01,수록 문집 간행 연도,시조,가지풍도형용,"박효관, 안민영",195,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EA%B0%80%EC%A7%80%ED%92%8D%EB%8F%84%ED%98%95%EC%9A%A9,"본문/시조/박효관, 안민영 - 가지풍도형용 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,계면조 계락,"박효관, 안민영",2053,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EA%B3%84%EB%A9%B4%EC%A1%B0_%EA%B3%84%EB%9D%BD,"본문/시조/박효관, 안민영 - 계면조 계락 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,계면조 농가,"박효관, 안민영",5685,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EA%B3%84%EB%A9%B4%EC%A1%B0_%EB%86%8D%EA%B0%80,"본문/시조/박효관, 안민영 - 계면조 농가 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,계면조 대,"박효관, 안민영",82,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EA%B3%84%EB%A9%B4%EC%A1%B0_%EB%8C%80,"본문/시조/박효관, 안민영 - 계면조 대 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,계면조 두거,"박효관, 안민영",4149,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EA%B3%84%EB%A9%B4%EC%A1%B0_%EB%91%90%EA%B1%B0,"본문/시조/박효관, 안민영 - 계면조 두거 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,계면조 만횡,"박효관, 안민영",2208,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EA%B3%84%EB%A9%B4%EC%A1%B0_%EB%A7%8C%ED%9A%A1,"본문/시조/박효관, 안민영 - 계면조 만횡 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,계면조 삼삭대엽,"박효관, 안민영",1367,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EA%B3%84%EB%A9%B4%EC%A1%B0_%EC%82%BC%EC%82%AD%EB%8C%80%EC%97%BD,"본문/시조/박효관, 안민영 - 계면조 삼삭대엽 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,계면조 삼중대엽,"박효관, 안민영",67,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EA%B3%84%EB%A9%B4%EC%A1%B0_%EC%82%BC%EC%A4%91%EB%8C%80%EC%97%BD,"본문/시조/박효관, 안민영 - 계면조 삼중대엽 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,계면조 엇락,"박효관, 안민영",2359,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EA%B3%84%EB%A9%B4%EC%A1%B0_%EC%97%87%EB%9D%BD,"본문/시조/박효관, 안민영 - 계면조 엇락 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,계면조 엇편,"박효관, 안민영",1468,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EA%B3%84%EB%A9%B4%EC%A1%B0_%EC%97%87%ED%8E%B8,"본문/시조/박효관, 안민영 - 계면조 엇편 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,계면조 우락,"박효관, 안민영",1408,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EA%B3%84%EB%A9%B4%EC%A1%B0_%EC%9A%B0%EB%9D%BD,"본문/시조/박효관, 안민영 - 계면조 우락 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,계면조 이삭대엽,"박효관, 안민영",4880,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EA%B3%84%EB%A9%B4%EC%A1%B0_%EC%9D%B4%EC%82%AD%EB%8C%80%EC%97%BD,"본문/시조/박효관, 안민영 - 계면조 이삭대엽 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,계면조 이중대엽,"박효관, 안민영",82,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EA%B3%84%EB%A9%B4%EC%A1%B0_%EC%9D%B4%EC%A4%91%EB%8C%80%EC%97%BD,"본문/시조/박효관, 안민영 - 계면조 이중대엽 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,계면조 중거,"박효관, 안민영",3051,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EA%B3%84%EB%A9%B4%EC%A1%B0_%EC%A4%91%EA%B1%B0,"본문/시조/박효관, 안민영 - 계면조 중거 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,계면조 초삭대엽,"박효관, 안민영",249,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EA%B3%84%EB%A9%B4%EC%A1%B0_%EC%B4%88%EC%82%AD%EB%8C%80%EC%97%BD,"본문/시조/박효관, 안민영 - 계면조 초삭대엽 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,계면조 초중대엽,"박효관, 안민영",59,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EA%B3%84%EB%A9%B4%EC%A1%B0_%EC%B4%88%EC%A4%91%EB%8C%80%EC%97%BD,"본문/시조/박효관, 안민영 - 계면조 초중대엽 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,계면조 편락,"박효관, 안민영",752,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EA%B3%84%EB%A9%B4%EC%A1%B0_%ED%8E%B8%EB%9D%BD,"본문/시조/박효관, 안민영 - 계면조 편락 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,계면조 편삭대엽,"박효관, 안민영",2473,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EA%B3%84%EB%A9%B4%EC%A1%B0_%ED%8E%B8%EC%82%AD%EB%8C%80%EC%97%BD,"본문/시조/박효관, 안민영 - 계면조 편삭대엽 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,계면조 평거,"박효관, 안민영",3569,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EA%B3%84%EB%A9%B4%EC%A1%B0_%ED%8F%89%EA%B1%B0,"본문/시조/박효관, 안민영 - 계면조 평거 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,계면조 후정화,"박효관, 안민영",64,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EA%B3%84%EB%A9%B4%EC%A1%B0_%ED%9B%84%EC%A0%95%ED%99%94,"본문/시조/박효관, 안민영 - 계면조 후정화 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,논곡지음,"박효관, 안민영",338,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EB%85%BC%EA%B3%A1%EC%A7%80%EC%9D%8C,"본문/시조/박효관, 안민영 - 논곡지음 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,여창 계면조 가필주대,"박효관, 안민영",52,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%97%AC%EC%B0%BD_%EA%B3%84%EB%A9%B4%EC%A1%B0_%EA%B0%80%ED%95%84%EC%A3%BC%EB%8C%80,"본문/시조/박효관, 안민영 - 여창 계면조 가필주대 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,여창 계면조 계락,"박효관, 안민영",711,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%97%AC%EC%B0%BD_%EA%B3%84%EB%A9%B4%EC%A1%B0_%EA%B3%84%EB%9D%BD,"본문/시조/박효관, 안민영 - 여창 계면조 계락 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,여창 계면조 농가,"박효관, 안민영",963,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%97%AC%EC%B0%BD_%EA%B3%84%EB%A9%B4%EC%A1%B0_%EB%86%8D%EA%B0%80,"본문/시조/박효관, 안민영 - 여창 계면조 농가 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,여창 계면조 두거,"박효관, 안민영",680,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%97%AC%EC%B0%BD_%EA%B3%84%EB%A9%B4%EC%A1%B0_%EB%91%90%EA%B1%B0,"본문/시조/박효관, 안민영 - 여창 계면조 두거 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,여창 계면조 우락,"박효관, 안민영",1346,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%97%AC%EC%B0%BD_%EA%B3%84%EB%A9%B4%EC%A1%B0_%EC%9A%B0%EB%9D%BD,"본문/시조/박효관, 안민영 - 여창 계면조 우락 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,여창 계면조 이삭대엽,"박효관, 안민영",830,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%97%AC%EC%B0%BD_%EA%B3%84%EB%A9%B4%EC%A1%B0_%EC%9D%B4%EC%82%AD%EB%8C%80%EC%97%BD,"본문/시조/박효관, 안민영 - 여창 계면조 이삭대엽 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,여창 계면조 이중대엽,"박효관, 안민영",54,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%97%AC%EC%B0%BD_%EA%B3%84%EB%A9%B4%EC%A1%B0_%EC%9D%B4%EC%A4%91%EB%8C%80%EC%97%BD,"본문/시조/박효관, 안민영 - 여창 계면조 이중대엽 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,여창 계면조 장진주,"박효관, 안민영",162,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%97%AC%EC%B0%BD_%EA%B3%84%EB%A9%B4%EC%A1%B0_%EC%9E%A5%EC%A7%84%EC%A3%BC,"본문/시조/박효관, 안민영 - 여창 계면조 장진주 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,여창 계면조 장진주대,"박효관, 안민영",81,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%97%AC%EC%B0%BD_%EA%B3%84%EB%A9%B4%EC%A1%B0_%EC%9E%A5%EC%A7%84%EC%A3%BC%EB%8C%80,"본문/시조/박효관, 안민영 - 여창 계면조 장진주대 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,여창 계면조 중거,"박효관, 안민영",1128,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%97%AC%EC%B0%BD_%EA%B3%84%EB%A9%B4%EC%A1%B0_%EC%A4%91%EA%B1%B0,"본문/시조/박효관, 안민영 - 여창 계면조 중거 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,여창 계면조 편삭대엽,"박효관, 안민영",1367,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%97%AC%EC%B0%BD_%EA%B3%84%EB%A9%B4%EC%A1%B0_%ED%8E%B8%EC%82%AD%EB%8C%80%EC%97%BD,"본문/시조/박효관, 안민영 - 여창 계면조 편삭대엽 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,여창 계면조 평거,"박효관, 안민영",1039,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%97%AC%EC%B0%BD_%EA%B3%84%EB%A9%B4%EC%A1%B0_%ED%8F%89%EA%B1%B0,"본문/시조/박효관, 안민영 - 여창 계면조 평거 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,여창 계면조 후정화,"박효관, 안민영",56,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%97%AC%EC%B0%BD_%EA%B3%84%EB%A9%B4%EC%A1%B0_%ED%9B%84%EC%A0%95%ED%99%94,"본문/시조/박효관, 안민영 - 여창 계면조 후정화 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,여창 계면조 후정화대,"박효관, 안민영",47,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%97%AC%EC%B0%BD_%EA%B3%84%EB%A9%B4%EC%A1%B0_%ED%9B%84%EC%A0%95%ED%99%94%EB%8C%80,"본문/시조/박효관, 안민영 - 여창 계면조 후정화대 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,여창 우조 두거,"박효관, 안민영",768,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%97%AC%EC%B0%BD_%EC%9A%B0%EC%A1%B0_%EB%91%90%EA%B1%B0,"본문/시조/박효관, 안민영 - 여창 우조 두거 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,여창 우조 이삭대엽,"박효관, 안민영",784,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%97%AC%EC%B0%BD_%EC%9A%B0%EC%A1%B0_%EC%9D%B4%EC%82%AD%EB%8C%80%EC%97%BD,"본문/시조/박효관, 안민영 - 여창 우조 이삭대엽 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,여창 우조 중거,"박효관, 안민영",566,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%97%AC%EC%B0%BD_%EC%9A%B0%EC%A1%B0_%EC%A4%91%EA%B1%B0,"본문/시조/박효관, 안민영 - 여창 우조 중거 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,여창 우조 중대엽,"박효관, 안민영",87,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%97%AC%EC%B0%BD_%EC%9A%B0%EC%A1%B0_%EC%A4%91%EB%8C%80%EC%97%BD,"본문/시조/박효관, 안민영 - 여창 우조 중대엽 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,여창 우조 평거,"박효관, 안민영",346,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%97%AC%EC%B0%BD_%EC%9A%B0%EC%A1%B0_%ED%8F%89%EA%B1%B0,"본문/시조/박효관, 안민영 - 여창 우조 평거 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,여창 율당 삭대엽,"박효관, 안민영",125,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%97%AC%EC%B0%BD_%EC%9C%A8%EB%8B%B9_%EC%82%AD%EB%8C%80%EC%97%BD,"본문/시조/박효관, 안민영 - 여창 율당 삭대엽 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,우조 두거,"박효관, 안민영",1272,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%9A%B0%EC%A1%B0_%EB%91%90%EA%B1%B0,"본문/시조/박효관, 안민영 - 우조 두거 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,우조 삼삭대엽,"박효관, 안민영",1464,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%9A%B0%EC%A1%B0_%EC%82%BC%EC%82%AD%EB%8C%80%EC%97%BD,"본문/시조/박효관, 안민영 - 우조 삼삭대엽 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,우조 삼중대엽,"박효관, 안민영",143,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%9A%B0%EC%A1%B0_%EC%82%BC%EC%A4%91%EB%8C%80%EC%97%BD,"본문/시조/박효관, 안민영 - 우조 삼중대엽 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,우조 소용이,"박효관, 안민영",1105,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%9A%B0%EC%A1%B0_%EC%86%8C%EC%9A%A9%EC%9D%B4,"본문/시조/박효관, 안민영 - 우조 소용이 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,우조 율당 삭대엽,"박효관, 안민영",309,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%9A%B0%EC%A1%B0_%EC%9C%A8%EB%8B%B9_%EC%82%AD%EB%8C%80%EC%97%BD,"본문/시조/박효관, 안민영 - 우조 율당 삭대엽 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,우조 이삭대엽,"박효관, 안민영",2218,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%9A%B0%EC%A1%B0_%EC%9D%B4%EC%82%AD%EB%8C%80%EC%97%BD,"본문/시조/박효관, 안민영 - 우조 이삭대엽 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,우조 장대엽,"박효관, 안민영",50,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%9A%B0%EC%A1%B0_%EC%9E%A5%EB%8C%80%EC%97%BD,"본문/시조/박효관, 안민영 - 우조 장대엽 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,우조 중거,"박효관, 안민영",1190,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%9A%B0%EC%A1%B0_%EC%A4%91%EA%B1%B0,"본문/시조/박효관, 안민영 - 우조 중거 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,우조 초삭대엽,"박효관, 안민영",758,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%9A%B0%EC%A1%B0_%EC%B4%88%EC%82%AD%EB%8C%80%EC%97%BD,"본문/시조/박효관, 안민영 - 우조 초삭대엽 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,우조 초중대엽,"박효관, 안민영",165,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%9A%B0%EC%A1%B0_%EC%B4%88%EC%A4%91%EB%8C%80%EC%97%BD,"본문/시조/박효관, 안민영 - 우조 초중대엽 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,우조 평거,"박효관, 안민영",1406,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%9A%B0%EC%A1%B0_%ED%8F%89%EA%B1%B0,"본문/시조/박효관, 안민영 - 우조 평거 (1876-01-01).txt"
시계열,1876-01-01,수록 문집 간행 연도,시조,장고 장단점,"박효관, 안민영",25,https://ko.wikisource.org/wiki/%EA%B0%80%EA%B3%A1%EC%9B%90%EB%A5%98/%EC%9E%A5%EA%B3%A0_%EC%9E%A5%EB%8B%A8%EC%A0%90,"본문/시조/박효관, 안민영 - 장고 장단점 (1876-01-01).txt"
시계열,1883-01-01,발표 연도,동화,피노키오의 모험,카를로 콜로디,18935,https://ko.wikisource.org/wiki/%ED%94%BC%EB%85%B8%ED%82%A4%EC%98%A4%EC%9D%98_%EB%AA%A8%ED%97%98,본문/동화/카를로 콜로디 - 피노키오의 모험 (1883-01-01).txt
시계열,1888-01-01,발표 연도,소설,유문성전,미상,27000,https://ko.wikisource.org/wiki/%EC%9C%A0%EB%AC%B8%EC%84%B1%EC%A0%84,본문/소설/미상 - 유문성전 (1888-01-01).txt
시계열,1897-01-01,발표 연도,소설,이춘풍전,미상,16792,https://ko.wikisource.org/wiki/%EC%9D%B4%EC%B6%98%ED%92%8D%EC%A0%84_%28%EA%B5%AD%EB%A6%BD%ED%95%9C%EA%B8%80%EB%B0%95%EB%AC%BC%EA%B4%80%29,본문/소설/미상 - 이춘풍전 (1897-01-01).txt
시계열,1897-01-01,발표 연도,소설,정을선전,미상,31296,https://ko.wikisource.org/wiki/%EC%A0%95%EC%9D%84%EC%84%A0%EC%A0%84_%281897%EB%85%84%29,본문/소설/미상 - 정을선전 (1897-01-01).txt
시계열,1898-01-01,발표 연도,시,쌀악눈,마기모도구스로,165,https://ko.wikisource.org/wiki/%EC%8C%80%EC%95%85%EB%88%88,본문/시/마기모도구스로 - 쌀악눈 (1898-01-01).txt
시계열,1906-01-01,발표 연도,가사,울도선경가,박시옹,1025,https://ko.wikisource.org/wiki/%EC%9A%B8%EB%8F%84%EC%84%A0%EA%B2%BD%EA%B0%80,본문/가사/박시옹 - 울도선경가 (1906-01-01).txt
시계열,1906-08-01,발표 월,수필,아이 업는 해,주시경,329,https://ko.wikisource.org/wiki/%EC%95%84%EC%9D%B4_%EC%97%85%EB%8A%94_%ED%95%B4,본문/수필/주시경 - 아이 업는 해 (1906-08-01).txt
시계열,1906-10-10,발표일,소설,귀의 성,이인직,110095,https://ko.wikisource.org/wiki/%EA%B7%80%EC%9D%98_%EC%84%B1,본문/소설/이인직 - 귀의 성 (1906-10-10).txt
시계열,1906-11-26,발표일,소설,혈의 누,이인직,42549,https://ko.wikisource.org/wiki/%ED%98%88%EC%9D%98_%EB%88%84,본문/소설/이인직 - 혈의 누 (1906-11-26).txt
시계열,1907-01-01,발표 연도,소설,ᄋᆡ국부인젼,장지연,19463,https://ko.wikisource.org/wiki/%EC%95%A0%EA%B5%AD%EB%B6%80%EC%9D%B8%EC%A0%84,본문/소설/장지연 - ᄋᆡ국부인젼 (1907-01-01).txt
시계열,1907-01-01,발표 월,수필,애국설,남궁벽,890,https://ko.wikisource.org/wiki/%EC%95%A0%EA%B5%AD%EC%84%A4,본문/수필/남궁벽 - 애국설 (1907-01-01).txt
시계열,1907-01-01,발표 연도,소설,잠상태,이해조,8114,https://ko.wikisource.org/wiki/%EC%9E%A0%EC%83%81%ED%83%9C,본문/소설/이해조 - 잠상태 (1907-01-01).txt
